,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,restricted_access,status_code,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,distance,distance_km,ev_network_ids,federal_agency
897,public,24 hours daily,,,2023-07-01,,ELEC,Public,190474,,2021-05-23,P,,E,CONVENIENCE_STORE,Wawa - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,GPS,39.92584959,-75.03243593,Cherry Hill,US,,,NJ,904 Haddonfield Road,08002,,,,,,,,,,,,['TESLA'],8.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.7755,7.68542,{'station': ['12798']},
898,public,24 hours daily,,,2024-04-09,,ELEC,Public,322375,,2023-12-08,,,E,,Raising Canes - Store 800,888-998-2546,2024-04-09T01:45:39Z,GPS,39.92112105109219,-75.03617618650784,Cherry Hill,US,,,NJ,2014 Route 70 West,08002,,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.88655,7.86414,"{'station': ['df34b0ff-5b84-4ec2-93c7-9847925a57c2'], 'posts': ['e61b60b5-9f2d-4fb8-94d9-10f323438a38']}",
899,public,24 hours daily,,,2024-04-09,,ELEC,Public,152431,,2020-01-15,,,E,,3 EXECUTIVE NORTHWEST EVCS,888-758-4389,2024-04-09T03:51:19Z,GPS,39.931835,-75.05099,Cherry Hill,US,,,NJ,3 Executive Campus,08002,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.81004,6.13167,"{'station': ['USCPIL2068291'], 'posts': ['22158991', '22159001']}",
900,public,24 hours daily,,,2024-04-09,,ELEC,Public,200731,,2021-11-09,,,E,,CHMB STATION 3,888-758-4389,2024-04-09T03:50:46Z,GPS,39.920844,-75.03861,Cherry Hill,US,,,NJ,2151 Rte 70 W,08002,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.81461,7.74836,"{'station': ['USCPIL2061711'], 'posts': ['24780151', '24780161']}",
901,public,24 hours daily,,,2024-04-09,,ELEC,Public,200881,,2021-11-10,,,E,,CHMB STATION 4,888-758-4389,2024-04-09T03:50:48Z,GPS,39.920844,-75.038621,Cherry Hill,US,,,NJ,2151 Rte 70 W,08002,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.81422,7.74774,"{'station': ['USCPIL2061721'], 'posts': ['21350561', '21350571']}",
902,public,24 hours daily,,,2024-04-09,,ELEC,Public,200732,,2021-11-09,,,E,,CHMB STATION 5,888-758-4389,2024-04-09T03:50:50Z,GPS,39.920817,-75.038629,Cherry Hill,US,,,NJ,2151 Rte 70 W,08002,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.81532,7.74951,"{'station': ['USCPIL2061831'], 'posts': ['23100471', '23100481']}",
903,public,24 hours daily,,,2024-04-09,,ELEC,Public,200730,,2021-11-09,,,E,,CHMB STATION 2,888-758-4389,2024-04-09T03:50:45Z,GPS,39.920753,-75.03868,Cherry Hill,US,,,NJ,2151 Rte 70 W,08002,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.81681,7.7519,"{'station': ['USCPIL2061701'], 'posts': ['2451831', '2451841']}",
904,public,24 hours daily,,,2024-04-09,,ELEC,Public,200729,,2021-11-09,,,E,,CHMB STATION 1,888-758-4389,2024-04-09T03:50:45Z,GPS,39.920852,-75.038857,Cherry Hill,US,,,NJ,2151 Rte 70 W,08002,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.80544,7.73361,"{'station': ['USCPIL2061691'], 'posts': ['24852741', '24852751']}",
905,public,24 hours daily,,,2024-04-09,,ELEC,Public,171369,,2021-01-19,,,E,,Crowne Plaza,888-998-2546,2024-04-09T01:11:28Z,GPS,39.9263586,-75.05352,Cherry Hill,US,Charger under repair.||,,NJ,2349 Marlton Pike West,08002,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.00242,6.44127,"{'station': ['465ba1dd-d734-8158-93cc-330000540394'], 'posts': ['465ba1dd-d734-8158-93cc-330000535735']}",
906,public,24 hours daily,,,2024-04-09,,ELEC,Public,330188,,2024-03-07,,,E,,Temple University – of the CSOHE - Carlisle Garage,888-998-2546,2024-04-09T01:19:10Z,GPS,40.0056190968665,-75.15352646130808,Philadelphia,US,,,PA,3423 North 15th Street,19140,,,,,,,,,,,,['J1772'],,,4.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.62003,5.82587,"{'station': ['f4ba5324-0a05-413c-b9fc-74a19c4babdb'], 'posts': ['0af85e86-0366-4da0-98a0-842dec984606', '49729ecc-b502-49af-9197-eea93aba25a4', '56305052-5a4b-4bb0-83ee-953044a230e0', 'f5a8172d-dbdb-4b4b-b90c-4ef2cd2004e5']}",
907,public,24 hours daily,,,2024-04-09,2023-03-02,ELEC,TEMPORARILY UNAVAILABLE (Public),202654,,2021-12-15,,,T,,Temple University - Health Sciences Center,888-998-2546,2024-04-09T00:52:53Z,GPS,40.005165,-75.1532359,Philadelphia,US,,,PA,3412-28 N Carlisle St,19140,,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,3.58638,5.77172,"{'station': ['465ba1dd-d734-8158-93cc-330000109319'], 'posts': ['465ba1dd-d734-8158-93cc-330000044662']}",
908,public,24 hours daily,,,2024-04-09,2024-03-28,ELEC,TEMPORARILY UNAVAILABLE (Public),228733,,2021-06-20,,,T,,Fishtown Crossing,877-455-3833,2024-04-09T00:48:29Z,GPS,39.9752798,-75.1207073,Philadelphia,US,,,PA,2401 Aramingo Ave # 2499,19125,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",2.0,,,eVgo Network,https://www.evgo.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,0.89627,1.44241,"{'station': ['34524'], 'posts': ['7457', '7750']}",
909,public,,,,2022-10-06,,ELEC,Public,122467,,2019-02-04,P,,E,,Best Western Plus Philadelphia Pennsauken - Tesla Destination,856-333-0900  877-798-3752,2023-01-18T15:15:20Z,200-9,39.933634,-75.077618,Pennsauken,US,,,NJ,7050 NJ-38,08109,,,,,,,,,,,,['TESLA'],,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.77401,4.46434,{'station': ['508696']},
910,public,24 hours daily,,,2024-04-09,,ELEC,Public,310236,,2021-07-30,,,E,,Gotham Apartments,888-998-2546,2024-04-09T01:44:40Z,GPS,39.9807946,-75.1375762,Philadelphia,US,,,PA,2000 North 2nd Street,19122,,,,,,,,,,,,['J1772'],,,4.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.77775,2.86101,"{'station': ['d0e864cf-fb2a-3dbf-1307-c00000005442'], 'posts': ['ec7d626f-5a87-3f0b-1307-200000012213', 'ec7d626f-5a87-3f0b-1307-200000012214', 'ec7d626f-5a87-3f0b-1307-200000012215', 'ec7d626f-5a87-3f0b-1307-200000012216']}",
911,public,24 hours daily,,,2024-04-09,,ELEC,Public,236791,,2022-12-01,,,E,,CAMDEN COUNTY BOATHOUSE PS1,888-758-4389,2024-04-09T05:30:51Z,GPS,39.927005,-75.072933,Pennsauken Township,US,,,NJ,7050 N Park Dr,08109,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.2813,5.28074,"{'station': ['USCPIL12994261'], 'posts': ['22291891']}",
912,public,24 hours daily,,,2024-04-09,,ELEC,Public,194644,,2021-08-28,,,E,,"Shopcore Bakers Centre (Philadelphia, PA)",833-632-2778,2024-04-09T08:07:41Z,GPS,40.01032,-75.17532,Philadelphia,US,,,PA,2800 Fox Street,19129,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",4.0,,,Electrify America,https://www.electrifyamerica.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.63403,7.45775,"{'station': ['210300'], 'posts': ['210300-01', '210300-02', '210300-03', '210300-04']}",
913,public,24 hours daily,,,2024-04-09,,ELEC,Public,255132,,2022-07-11,,,E,,Resin Tech,888-998-2546,2024-04-09T01:17:02Z,GPS,39.945208,-75.098187,Camden,US,,,NJ,1801 Federal Street,8105,,,,,,,,,,,,['J1772'],,,3.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.44936,2.33252,"{'station': ['465ba1dd-d734-8158-93cc-330000774443'], 'posts': ['465ba1dd-d734-8158-93cc-330000690694', '465ba1dd-d734-8158-93cc-330000723904', '465ba1dd-d734-8158-93cc-330000726696']}",
914,public,24 hours daily,,,2024-04-09,,ELEC,Public,194848,,2021-09-02,,,E,,Oxford Mills,800-663-5633,2024-04-09T01:30:04Z,GPS,39.9742461,-75.1346219,Philadelphia,US,This station charges .30 cents a kw,,PA,100 W. Oxford Street,19122,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,$1.50-$5.00/Hr Variable Parking Fee,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.33613,2.15029,"{'station': ['d0e864cf-fb2a-3dbf-1307-c00000000592'], 'posts': ['ec7d626f-5a87-3f0b-1307-200000001469', 'ec7d626f-5a87-3f0b-1307-200000001470']}",
915,public,24 hours daily,,,2024-04-09,,ELEC,Public,263021,,2023-06-21,,,E,,COLLINGSWOOD NJ CWOOD DCFC1,888-758-4389,2024-04-09T06:06:59Z,GPS,39.915455,-75.070435,Collingswood,US,,,NJ,611 N Atlantic Ave,08108,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.96447,6.3802,"{'station': ['USCPIL13801181'], 'posts': ['23526461']}",
916,public,24 hours daily,,,2024-04-09,,ELEC,Public,263022,,2023-06-21,,,E,,COLLINGSWOOD NJ CWOOD DCFC2,888-758-4389,2024-04-09T06:07:05Z,GPS,39.915504,-75.07055,Collingswood,US,,,NJ,611 N Atlantic Ave,08108,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.95787,6.36957,"{'station': ['USCPIL13801211'], 'posts': ['23224321']}",
917,public,24 hours daily,,,2024-04-09,,ELEC,Public,236927,,2022-12-02,,,E,,COLLINGSWOOD NJ LUMBERYARD,888-758-4389,2024-04-09T05:42:00Z,GPS,39.91618,-75.07154,Collingswood,US,,,NJ,602 N Atlantic Ave,08108,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.88799,6.25711,"{'station': ['USCPIL13226801'], 'posts': ['22561751', '22561761']}",
918,public,24 hours daily,,,2024-04-09,,ELEC,Public,312016,,2023-09-29,,,E,,Temple University –  North Broad Street,888-998-2546,2024-04-09T01:08:12Z,GPS,39.98423393666788,-75.15591878985474,Philadelphia,US,,,PA,2029 North Broad Street,19122,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.60472,4.19189,"{'station': ['be9dd6ab-09e6-48b2-9e56-e99f74d1a59d'], 'posts': ['86e9343c-5ce4-44e2-b970-706ecb098cbe', 'a904c2e9-0811-49cb-b5c8-74a424a20fc1']}",
919,public,24 hours daily,,,2024-04-09,,ELEC,Public,312032,,2023-09-29,,,E,,Temple University -  Montgomery Garage,888-998-2546,2024-04-09T01:51:35Z,GPS,39.98044862009292,-75.15169906101883,Philadelphia,US,,,PA,1859 N. 11th St.,19122,,,,,,,,,,,,['J1772'],,,3.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,2.26044,3.63783,"{'station': ['b042b95d-3afa-4a1e-80c2-98bc8f6f949a'], 'posts': ['523cdeee-f3f8-4273-a130-1386f718062e', '5af8815c-e82f-4d0b-82fc-74c7a954f95c', '89fcf63f-fe5e-4cd5-ba4a-d54ec2a9942e']}",
920,public,24 hours daily,,,2024-04-07,,ELEC,Public,323803,,2024-01-04,,,E,,PHILLY VM PHILLY VM BASE,888-758-4389,2024-04-07T01:09:05Z,GPS,39.966927,-75.13654,Philadelphia,US,,,PA,1043-69 N Front St,19123,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.02753,1.65365,"{'station': ['USCPIL9095101'], 'posts': ['24969091']}",
921,public,,,,2024-04-09,,ELEC,Public,231036,,2022-09-30,,,E,,Sherman Mills,866-816-7584,2024-04-09T09:20:43Z,GPS,40.007875,-75.186014,Philadelphia,US,,,PA,3502 Scotts Ln.,19129,,,,,,,,,,,,['J1772'],,,2.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,4.88727,7.8653,"{'station': ['0bd3d990-2b02-40f0-beff-cc1aab4276e5'], 'posts': ['6334036e769d3477639210eb', '6334036e769d3477639210ec']}",
922,public,24 hours daily,,,2024-04-09,,ELEC,Public,260386,,2023-05-06,,,E,,PIAZZA ALTA 5TH FLLOR #1,888-758-4389,2024-04-09T05:52:23Z,GPS,39.968013,-75.139732,Philadelphia,US,,,PA,1099 Germantown Ave,19123,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.19653,1.92563,"{'station': ['USCPIL13448111'], 'posts': ['22814261', '22814271']}",
923,public,24 hours daily,,,2024-04-09,,ELEC,Public,262638,,2023-06-14,,,E,,PIAZZA ALTA 2ND FLOOR #2,888-758-4389,2024-04-09T05:25:42Z,GPS,39.96801,-75.139741,Philadelphia,US,,,PA,1099 Germantown Ave,19123,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.1967,1.9259,"{'station': ['USCPIL12871581'], 'posts': ['23200701', '23200711']}",
924,public,24 hours daily,,,2024-04-09,,ELEC,Public,260097,,2023-04-29,,,E,,PIAZZA ALTA 2ND FLOOR,888-758-4389,2024-04-09T05:25:31Z,GPS,39.968003,-75.139738,Philadelphia,US,,,PA,1099 Germantown Ave,19123,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.19623,1.92515,"{'station': ['USCPIL12868041'], 'posts': ['22146181', '22146191']}",
925,public,24 hours daily,,,2024-04-09,,ELEC,Public,260103,,2023-04-29,,,E,,PIAZZA ALTA 5TH FLOOR #2,888-758-4389,2024-04-09T05:52:22Z,GPS,39.968008,-75.139745,Philadelphia,US,,,PA,1099 Germantown Ave,19123,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.19674,1.92597,"{'station': ['USCPIL13447931'], 'posts': ['22814051', '22814061']}",
926,public,24 hours daily,,,2024-04-09,,ELEC,Public,234717,,2022-10-21,,,E,,PIAZZA ALTA FOURTH FLOOR #1,888-758-4389,2024-04-09T05:33:44Z,GPS,39.967493,-75.139223,Philadelphia,US,,,PA,1075-1099 Germantown Ave,19123,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.15174,1.85355,"{'station': ['USCPIL13055971'], 'posts': ['22363361', '22363371']}",
927,public,24 hours daily,,,2024-04-09,,ELEC,Public,236784,,2022-12-01,,,E,,CAMDEN COUNTY CCC-CAMDEN PS1,888-758-4389,2024-04-09T05:29:55Z,GPS,39.947468,-75.11855,Camden,US,,,NJ,622-698 Penn St,08102,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.61137,0.9839,"{'station': ['USCPIL12978261'], 'posts': ['22273601', '22273611']}",
928,public,24 hours daily,,,2024-04-09,,ELEC,Public,236783,,2022-12-01,,,E,,CAMDEN COUNTY CCC-CAMDEN PS2,888-758-4389,2024-04-09T05:29:54Z,GPS,39.94746,-75.118576,Camden,US,,,NJ,622-698 Penn St,08102,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.61086,0.98308,"{'station': ['USCPIL12978231'], 'posts': ['22273551', '22273561']}",
929,public,24 hours daily,,A CREDIT D Debit M V,2022-08-10,,ELEC,Public,223681,LD,2022-07-13,P,False,E,PARKING_GARAGE,Camden County College,,2023-02-14T15:54:11Z,200-9,39.946697,-75.118035,Camden,US,,,NJ,200 N Broadway,08102,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.6693,1.07713,,
930,public,24 hours daily,,,2024-04-09,,ELEC,Public,309914,,2017-01-19,,,E,,Underground Garage,888-998-2546,2024-04-09T01:35:34Z,GPS,39.9539294,-75.1432262,Philadelphia,US,,,PA,205 Race Street,19106,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.5958,0.95885,"{'station': ['d0e864cf-fb2a-3dbf-1307-c00000004675'], 'posts': ['324093d0-a0df-4fd1-b34d-631f0be33b52', 'a0d8a75e-55e0-4f81-a910-f596ca107e87']}",
931,public,24 hours daily,,,2024-04-09,,ELEC,Public,261637,,2023-05-31,,,E,,BROADRIDGE PHI 2RR,888-758-4389,2024-04-09T05:53:04Z,GPS,39.966603,-75.159039,Philadelphia,US,,,PA,1300 Fairmount Ave,19123,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.80836,2.91027,"{'station': ['USCPIL13465601'], 'posts': ['22834001', '22834011']}",
932,public,24 hours daily,,,2024-04-09,,ELEC,Public,261636,,2023-05-31,,,E,,BROADRIDGE PHI 2LR,888-758-4389,2024-04-09T05:53:03Z,GPS,39.966611,-75.159092,Philadelphia,US,,,PA,1300 Fairmount Ave,19123,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.81065,2.91396,"{'station': ['USCPIL13465391'], 'posts': ['22833751', '22833761']}",
933,public,24 hours daily,,,2024-04-09,,ELEC,Public,261635,,2023-05-31,,,E,,BROADRIDGE PHI 2LF,888-758-4389,2024-04-09T05:53:03Z,GPS,39.966601,-75.159106,Philadelphia,US,,,PA,1300 Fairmount Ave,19123,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.81064,2.91394,"{'station': ['USCPIL13465051'], 'posts': ['22833291', '22833301']}",
934,public,24 hours daily,,,2024-04-09,2023-09-11,ELEC,TEMPORARILY UNAVAILABLE (Public),189782,,2021-05-18,,,T,,REEF Spring Garden Street,888-998-2546,2024-04-09T01:20:10Z,GPS,39.961886,-75.160139,Philadelphia,US,,,PA,1320 Spring Garden Street,19123,,,,,,,,,,,,['J1772'],,,3.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,1.60472,2.58255,"{'station': ['465ba1dd-d734-8158-93cc-330000550914'], 'posts': ['465ba1dd-d734-8158-93cc-330000737230', '465ba1dd-d734-8158-93cc-330000737847', '465ba1dd-d734-8158-93cc-330000738252']}",
935,public,24 hours daily,,A D M V,2024-04-09,,ELEC,Public,260821,,2023-05-13,,,E,PUBLIC,Parkway Corp - 9th & Arch Lot,855-223-5351,2024-04-09T10:25:55Z,GPS,39.9533640039661,-75.15413772314788,Philadelphia,US,,,PA,815 Arch St.,19107,,,,,,,,,,,,['J1772'],,,2.0,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.95356,1.53461,"{'station': ['18041'], 'posts': ['evbox_EVB-P21191053_20400629', 'evbox_EVB-P21191053_20400630']}",
936,public,24 hours daily,,,2024-04-09,,ELEC,Public,192939,,2021-07-17,,,E,,8TH&FILBERT LV4 8TH&FILBERTMEZ4,888-758-4389,2024-04-09T04:47:44Z,GPS,39.952712,-75.153593,Philadelphia,US,,,PA,800-08 Arch St,19107,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.90071,1.44955,"{'station': ['USCPIL8625591'], 'posts': ['15131771', '15131781']}",
937,public,24 hours daily,,,2024-04-09,,ELEC,Public,192940,,2021-07-17,,,E,,8TH&FILBERT LV4 8TH&FILBERTMEZ1,888-758-4389,2024-04-09T04:47:45Z,GPS,39.952691,-75.153599,Philadelphia,US,,,PA,800-08 Arch St,19107,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.89984,1.44815,"{'station': ['USCPIL8626181'], 'posts': ['15132831', '15132841']}",
938,public,24 hours daily,,,2024-04-09,,ELEC,Public,192938,,2021-07-17,,,E,,8TH&FILBERT LV4 8TH&FILBERTMEZ3,888-758-4389,2024-04-09T04:47:44Z,GPS,39.952675,-75.153609,Philadelphia,US,,,PA,800-08 Arch St,19107,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.89937,1.4474,"{'station': ['USCPIL8625461'], 'posts': ['15131511', '15131521']}",
939,public,24 hours daily,,,2024-04-09,,ELEC,Public,192937,,2021-07-17,,,E,,8TH&FILBERT LV4 8TH&FILBERTMEZ2,888-758-4389,2024-04-09T04:47:44Z,GPS,39.952588,-75.15362,Philadelphia,US,,,PA,800-08 Arch St,19107,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,0.89528,1.44081,"{'station': ['USCPIL8625431'], 'posts': ['15131451', '15131461']}",
940,public,24 hours daily,,,2024-04-09,,ELEC,Public,310898,,2023-09-13,,,E,,EVIA The Pointe,888-998-2546,2024-04-09T01:47:17Z,GPS,39.97887926975503,-75.18549376124211,Philadelphia,US,,,PA,1415 North 31st Street,19121,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,3.37769,5.43587,"{'station': ['bb7fa259-bed8-4463-a64d-1a6bc0c4266c'], 'posts': ['2ad830b3-f3fa-4723-9828-fe1b369043cb', 'bbb3d581-41bd-4895-8057-453a47051287']}",
941,public,Mon 6:00am - 10:00pm; Tue 6:00am - 10:00pm; Wed 6:00am - 10:00pm; Thu 6:00am - 10:00pm; Fri 6:00am - 10:00pm; Sat 6:00am - 10:00pm; Sun 6:00am - 10:00pm,,A D M V,2024-04-09,,ELEC,Public,260886,,2023-05-16,,,E,PUBLIC,Parkway Corp - Hanover North Broad - East Garage,855-223-5351,2024-04-09T10:25:58Z,GPS,39.95931408103745,-75.1619386766106,Philadelphia,US,,,PA,339 N. Broad St.,19107,,,,,,,,,,,,['J1772'],,,2.0,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.53623,2.47232,"{'station': ['14629'], 'posts': ['evbox_EVB-P21191026_20400875', 'evbox_EVB-P21191026_20400876']}",
942,public,24 hours daily,,A D M V,2024-04-09,,ELEC,Public,260822,,2023-05-13,,,E,PUBLIC,Parkway Corp - Hanover North Broad West Garage,855-223-5351,2024-04-09T10:25:55Z,GPS,39.9593035,-75.1623443,Philadelphia,US,,,PA,322 N. Broad St.,19107,,,,,,,,,,,,['J1772'],,,4.0,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.55007,2.4946,"{'station': ['18939'], 'posts': ['evbox_EVB-P21191019_21371267', 'evbox_EVB-P21191019_21371268', 'evbox_EVB-P21191078_21371233', 'evbox_EVB-P21191078_21371234']}",
943,public,24 hours daily,,,2024-04-09,2023-09-11,ELEC,TEMPORARILY UNAVAILABLE (Public),309736,,2018-09-21,,,T,,1600 Callowhill Loft,888-998-2546,2024-04-09T01:26:40Z,GPS,39.9597854,-75.165674,Philadelphia,US,,,PA,1600 Callowhill St,19130,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,1.69291,2.72447,"{'station': ['d0e864cf-fb2a-3dbf-1307-c00000004150'], 'posts': ['ec7d626f-5a87-3f0b-1307-200000007568', 'ec7d626f-5a87-3f0b-1307-200000007569']}",
944,public,24 hours daily,,,2024-04-09,,ELEC,Public,215057,,2022-04-28,,,E,,PCC GARAGE STATION 07,888-758-4389,2024-04-09T03:11:50Z,GPS,39.953163,-75.15827,Philadelphia,US,,,PA,1102 Arch St,19107,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,1.08974,1.75377,"{'station': ['USCPIL623511'], 'posts': ['22470701', '22470711']}",
